 500.00000, 310.76401
1000.00000, 112.97916
1500.00000,  99.19945
2000.00000,  93.50757
2500.00000,  90.39779
3000.00000,  91.92521
3500.00000,  89.57549
4000.00000,  88.54104
4500.00000,  90.48322
5000.00000,  88.15359
5500.00000,  86.31433
6000.00000,  84.62001
6500.00000,  85.89541
7000.00000,  83.91878
7500.00000,  84.83242
8000.00000,  84.76849
8500.00000,  83.46374
9000.00000,  82.88036
9500.00000,  83.42412
10000.00000,  82.92883
10500.00000,  83.18884
11000.00000,  85.19110
11500.00000,  82.40516
12000.00000,  83.25404
12500.00000,  82.47799
13000.00000,  81.96070
13500.00000,  80.55420
14000.00000,  81.07821
14500.00000,  81.70201
15000.00000,  81.19112
15500.00000,  82.38569
16000.00000,  81.15778
16500.00000,  80.11120
17000.00000,  80.53322
17500.00000,  78.66834
18000.00000,  79.44639
18500.00000,  79.66506
19000.00000,  79.54244
19500.00000,  79.22356
20000.00000,  81.58462
20500.00000,  79.86750
21000.00000,  80.54744
21500.00000,  81.32397
22000.00000,  80.50269
22500.00000,  80.91446
23000.00000,  79.16817
23500.00000,  79.74572
24000.00000,  78.52261
24500.00000,  78.19743
25000.00000,  79.95292
25500.00000,  77.72073
26000.00000,  78.23266
26500.00000,  77.10738
27000.00000,  78.07785
27500.00000,  77.28599
28000.00000,  77.48814
28500.00000,  79.19859
29000.00000,  79.73441
29500.00000,  76.47940
30000.00000,  75.46736
30500.00000,  77.22427
31000.00000,  78.03785
31500.00000,  77.35336
32000.00000,  75.21273
32500.00000,  77.43204
33000.00000,  78.63197
33500.00000,  76.99112
34000.00000,  76.88413
34500.00000,  76.38130
35000.00000,  76.75525
35500.00000,  75.60343
36000.00000,  76.83888
36500.00000,  79.78242
37000.00000,  76.15487
37500.00000,  76.73531
38000.00000,  76.72180
38500.00000,  75.67758
39000.00000,  76.20792
39500.00000,  77.95769
40000.00000,  77.70401
40500.00000,  75.58913
41000.00000,  74.51665
41500.00000,  76.02347
42000.00000,  76.87081
42500.00000,  74.46051
43000.00000,  74.21146
43500.00000,  76.11399
44000.00000,  75.96575
44500.00000,  76.61306
45000.00000,  77.64974
45500.00000,  74.56155
46000.00000,  76.44636
46500.00000,  75.83301
47000.00000,  76.85948
47500.00000,  73.69782
48000.00000,  75.05855
48500.00000,  75.01069
49000.00000,  74.28780
49500.00000,  74.97322
50000.00000,  74.74277
50500.00000,  75.85827
51000.00000,  75.05039
51500.00000,  75.47217
52000.00000,  75.90456
52500.00000,  74.62794
53000.00000,  75.83857
53500.00000,  73.68095
54000.00000,  75.21924
54500.00000,  74.16588
55000.00000,  75.89274
55500.00000,  75.24528
56000.00000,  74.52930
56500.00000,  73.75881
57000.00000,  73.82921
57500.00000,  73.54406
58000.00000,  73.22637
58500.00000,  74.66064
59000.00000,  72.75264
59500.00000,  74.93281
60000.00000,  72.54933
60500.00000,  72.57364
61000.00000,  72.64183
61500.00000,  73.95267
62000.00000,  73.69438
62500.00000,  72.72069
63000.00000,  73.00528
63500.00000,  73.15918
64000.00000,  72.98502
64500.00000,  73.53954
65000.00000,  71.11876
65500.00000,  73.81636
66000.00000,  72.05291
66500.00000,  71.15720
67000.00000,  73.96855
67500.00000,  72.99782
68000.00000,  72.76105
68500.00000,  72.68836
69000.00000,  71.67962
69500.00000,  70.85615
70000.00000,  72.11100
70500.00000,  73.32307
71000.00000,  71.32175
71500.00000,  71.31865
72000.00000,  70.46068
72500.00000,  70.94124
73000.00000,  73.73905
73500.00000,  71.61300
74000.00000,  71.16267
74500.00000,  70.14266
75000.00000,  71.74942
75500.00000,  70.86354
76000.00000,  73.01468
76500.00000,  71.61633
77000.00000,  70.00979
77500.00000,  71.24257
78000.00000,  73.38877
78500.00000,  71.39534
79000.00000,  71.00496
79500.00000,  71.65136
80000.00000,  71.24993
80500.00000,  71.60718
81000.00000,  70.73809
81500.00000,  72.47896
82000.00000,  72.66120
82500.00000,  70.28251
83000.00000,  71.96306
83500.00000,  71.06504
84000.00000,  72.60230
84500.00000,  71.03341
85000.00000,  72.03000
85500.00000,  71.72070
86000.00000,  69.82446
86500.00000,  71.78874
87000.00000,  69.55777
87500.00000,  71.36100
88000.00000,  69.86001
88500.00000,  69.90670
89000.00000,  71.56343
89500.00000,  72.31699
90000.00000,  70.29042
90500.00000,  69.67486
91000.00000,  69.35470
91500.00000,  69.92983
92000.00000,  70.59477
92500.00000,  70.10294
93000.00000,  70.02314
93500.00000,  69.82647
94000.00000,  69.42224
94500.00000,  69.76603
95000.00000,  70.16377
95500.00000,  68.77783
96000.00000,  68.41974
96500.00000,  71.80340
97000.00000,  69.93309
97500.00000,  67.24392
98000.00000,  69.60233
98500.00000,  68.97547
99000.00000,  68.36718
99500.00000,  69.06772
100000.00000,  69.37909
