 100.00000, 124.25891
 200.00000,  79.07521
 300.00000,  41.36031
 400.00000,  29.94239
 500.00000,  25.73141
 600.00000,  23.59085
 700.00000,  22.61202
 800.00000,  22.62201
 900.00000,  21.70149
1000.00000,  21.27621
1100.00000,  21.39996
1200.00000,  20.80337
1300.00000,  21.83135
1400.00000,  20.14608
1500.00000,  20.08281
1600.00000,  20.70838
1700.00000,  19.98434
1800.00000,  20.04513
1900.00000,  20.29061
2000.00000,  20.21251
2100.00000,  19.70514
2200.00000,  20.63648
2300.00000,  20.59481
2400.00000,  19.79170
2500.00000,  20.07424
2600.00000,  19.56114
2700.00000,  19.33121
2800.00000,  18.75260
2900.00000,  19.27738
3000.00000,  18.63731
3100.00000,  18.65052
3200.00000,  19.10103
3300.00000,  18.98299
3400.00000,  18.53054
3500.00000,  19.75006
3600.00000,  19.18907
3700.00000,  19.64268
3800.00000,  19.74166
3900.00000,  18.09474
4000.00000,  18.91154
4100.00000,  17.92931
4200.00000,  18.37057
4300.00000,  18.38652
4400.00000,  19.17714
4500.00000,  19.19571
4600.00000,  19.56415
4700.00000,  19.73852
4800.00000,  18.89796
4900.00000,  18.85174
5000.00000,  19.13197
5100.00000,  19.13579
5200.00000,  18.49414
5300.00000,  18.65362
5400.00000,  19.27864
5500.00000,  20.01750
5600.00000,  17.87201
5700.00000,  18.86368
5800.00000,  19.07893
5900.00000,  18.94648
6000.00000,  19.63794
6100.00000,  18.28291
6200.00000,  18.99462
6300.00000,  18.85143
6400.00000,  18.74724
6500.00000,  18.77659
6600.00000,  18.49207
6700.00000,  18.31359
6800.00000,  18.13681
6900.00000,  18.18379
7000.00000,  18.14567
7100.00000,  18.58090
7200.00000,  17.51333
7300.00000,  19.19145
7400.00000,  18.22140
7500.00000,  19.09715
7600.00000,  18.52209
7700.00000,  16.94285
7800.00000,  18.85470
7900.00000,  18.12201
8000.00000,  18.69805
8100.00000,  17.48276
8200.00000,  17.84781
8300.00000,  18.58420
8400.00000,  18.95455
8500.00000,  17.57757
8600.00000,  18.57771
8700.00000,  18.21947
8800.00000,  18.49800
8900.00000,  18.46558
9000.00000,  17.30408
9100.00000,  17.67161
9200.00000,  18.08774
9300.00000,  18.79027
9400.00000,  17.87802
9500.00000,  18.78061
9600.00000,  18.34294
9700.00000,  18.15757
9800.00000,  18.44190
9900.00000,  17.62805
10000.00000,  18.52645
